Enrollment,Program,CGPA,12th Percentage,Board,Medium of Education,Native,Mode of Transportation,Family Annual Income(in lakhs),laptop,Members Earning in Family,Gender,Disability Status,Family Structure,Number of Students in Family,Intrested in higher studies in India,Interested in Higher Studies Abroad,Education Loan Taken,Father's Occupation,Extracurricular Participation,Achievements/Recognition in Extracurricular Activities,Community Service Participation,Positions of Responsibility Held,Internet Access,Distance from Home to University,Parents' Education Level,Chronic Illness or Disability
2000,FEHS,10.0,93.68,CBSE,Marathi,Rajkot,Personal car,15-20,Yes,1,Other,Yes,Single-parent,1,Yes,No,No,Govt. Employee,No,No,Yes,Yes,No,14.3,High School,Yes
2001,FEHS,9.68,95.44,ICSE,Marathi,Rajkot,Personal bike,10-15,Yes,3,Female,No,Orphaned,2,Yes,No,No,Business,Yes,Yes,No,No,Yes,15.0,Undergraduate,Yes
2002,Chemical,7.83,91.1,ICSE,English,Bharuch,Personal car,15-20,Yes,4,Female,No,Both parents,3,Yes,Yes,Yes,Govt. Employee,Yes,Yes,No,Yes,Yes,47.4,High School,No
2003,BBA,5.26,65.06,ICSE,English,Ahmedabad,Personal bike,Above 20,No,2,Male,Yes,Orphaned,3,No,Yes,Yes,Labour,No,No,No,No,No,10.5,Postgraduate,No
2004,BBA,8.66,64.03,CBSE,Hindi,Ahmedabad,Public Transport,10-15,Yes,3,Other,No,Both parents,3,Yes,No,No,Labour,Yes,No,No,No,Yes,6.6,High School,Yes
2005,Chemical,9.56,70.48,CBSE,Hindi,Bharuch,University Bus,5-10,No,4,Male,No,Single-parent,1,No,Yes,Yes,Business,No,No,No,Yes,Yes,32.8,Postgraduate,No
2006,CSE,8.03,87.38,State Board,Gujarati,Bharuch,University Bus,5-10,No,2,Male,No,Orphaned,5,No,No,No,Farmer,No,No,Yes,No,No,39.4,Undergraduate,Yes
2007,BBA,9.73,62.41,State Board,Hindi,Surat,Public Transport,15-20,Yes,4,Other,No,Both parents,5,Yes,No,No,Farmer,No,Yes,Yes,Yes,No,24.1,High School,No
2008,FEHS,9.86,74.88,State Board,Marathi,Rajkot,University Bus,15-20,Yes,4,Female,No,Single-parent,5,Yes,Yes,No,Labour,No,Yes,No,Yes,Yes,27.1,High School,Yes
2009,FEHS,7.14,67.35,State Board,English,Rajkot,Public Transport,Above 20,Yes,5,Male,No,Both parents,5,No,Yes,Yes,Business,No,Yes,No,Yes,No,41.6,High School,Yes
2010,Chemical,9.33,77.32,CBSE,Marathi,Ahmedabad,Personal bike,Below 5,Yes,3,Female,Yes,Single-parent,5,Yes,Yes,Yes,Other,No,Yes,Yes,Yes,Yes,10.7,High School,Yes
2011,BBA,9.28,59.42,CBSE,Gujarati,Rajkot,Personal bike,15-20,Yes,3,Female,Yes,Orphaned,4,Yes,No,Yes,Business,Yes,Yes,Yes,No,Yes,5.1,High School,No
2012,FEHS,8.18,51.11,CBSE,Marathi,Vadodara,Personal car,15-20,Yes,5,Female,Yes,Orphaned,4,Yes,Yes,Yes,Farmer,Yes,Yes,No,Yes,Yes,22.1,Undergraduate,Yes
2013,BBA,8.23,91.31,CBSE,Marathi,Vadodara,Public Transport,10-15,No,2,Other,Yes,Single-parent,3,No,Yes,No,Labour,No,Yes,No,Yes,Yes,14.9,High School,Yes
2014,Chemical,9.98,76.08,State Board,English,Rajkot,Public Transport,15-20,Yes,4,Male,Yes,Both parents,4,Yes,Yes,No,Govt. Employee,Yes,Yes,No,Yes,Yes,38.6,High School,No
2015,FEHS,7.04,81.56,ICSE,English,Rajkot,University Bus,10-15,No,5,Other,No,Orphaned,1,Yes,No,Yes,Govt. Employee,No,No,Yes,No,Yes,26.3,High School,No
2016,FEHS,9.51,97.16,CBSE,Gujarati,Surat,University Bus,Above 20,No,3,Female,No,Single-parent,2,No,Yes,Yes,Other,Yes,No,No,No,No,46.0,High School,Yes
2017,CSE,5.25,71.5,CBSE,Marathi,Vadodara,Personal bike,5-10,Yes,1,Other,Yes,Orphaned,1,Yes,Yes,Yes,Business,Yes,Yes,Yes,Yes,Yes,36.1,High School,No
2018,FEHS,6.18,66.9,ICSE,English,Surat,Personal car,15-20,No,3,Female,No,Both parents,2,No,No,Yes,Govt. Employee,No,No,No,Yes,No,20.5,High School,Yes
2019,Chemical,5.61,75.55,CBSE,Gujarati,Rajkot,Personal car,5-10,No,4,Male,Yes,Both parents,2,Yes,No,No,Farmer,Yes,No,No,No,No,7.2,High School,No
2020,BBA,6.13,68.84,State Board,English,Rajkot,Personal bike,Above 20,Yes,5,Female,Yes,Single-parent,1,No,Yes,Yes,Farmer,No,Yes,No,No,No,10.8,Undergraduate,No
2021,BBA,8.03,54.75,CBSE,Hindi,Rajkot,Personal bike,5-10,Yes,2,Male,No,Orphaned,4,No,No,Yes,Labour,Yes,Yes,Yes,No,Yes,36.2,High School,Yes
2022,BBA,7.25,53.17,CBSE,Marathi,Bharuch,Personal bike,Above 20,Yes,5,Female,Yes,Orphaned,3,No,Yes,Yes,Business,No,Yes,No,No,Yes,29.7,Undergraduate,Yes
2023,Chemical,9.88,72.3,ICSE,Hindi,Vadodara,Personal car,Below 5,No,2,Female,Yes,Single-parent,3,No,No,No,Farmer,No,No,Yes,Yes,No,29.5,Postgraduate,Yes
2024,BBA,7.83,94.07,CBSE,Hindi,Vadodara,Personal bike,10-15,Yes,3,Female,No,Orphaned,5,Yes,Yes,No,Business,No,No,No,Yes,No,48.1,Postgraduate,Yes
2025,Chemical,6.15,55.0,CBSE,Hindi,Vadodara,Public Transport,Above 20,No,1,Male,Yes,Single-parent,1,No,Yes,Yes,Labour,Yes,Yes,No,No,Yes,25.6,High School,Yes
2026,Chemical,7.78,84.88,ICSE,English,Vadodara,Personal bike,15-20,Yes,5,Female,Yes,Single-parent,2,Yes,Yes,No,Labour,Yes,No,Yes,No,No,31.5,High School,Yes
2027,Chemical,9.86,94.08,CBSE,English,Vadodara,Public Transport,Above 20,Yes,5,Female,Yes,Both parents,3,Yes,Yes,Yes,Farmer,Yes,No,Yes,No,No,7.4,Undergraduate,No
2028,Chemical,6.63,98.53,State Board,Gujarati,Surat,Personal bike,10-15,Yes,5,Other,No,Single-parent,1,No,Yes,No,Business,Yes,Yes,No,No,Yes,31.0,High School,Yes
2029,CSE,5.16,96.4,State Board,Gujarati,Rajkot,Public Transport,10-15,No,3,Male,Yes,Orphaned,2,No,No,No,Labour,Yes,Yes,No,Yes,Yes,32.6,Postgraduate,Yes
2030,CSE,9.59,83.65,CBSE,Hindi,Surat,Personal bike,Below 5,No,4,Other,Yes,Single-parent,4,No,Yes,Yes,Other,Yes,No,Yes,No,No,38.8,High School,No
2031,CSE,9.43,87.02,CBSE,English,Rajkot,Personal car,15-20,No,2,Male,Yes,Single-parent,5,Yes,Yes,No,Labour,Yes,Yes,Yes,No,No,43.8,Undergraduate,Yes
2032,BBA,9.37,99.33,CBSE,Marathi,Bharuch,Personal car,15-20,Yes,2,Male,Yes,Both parents,5,Yes,No,No,Other,No,No,No,No,Yes,32.9,Undergraduate,No
2033,Chemical,7.4,73.81,CBSE,Marathi,Bharuch,Public Transport,Below 5,Yes,5,Male,No,Orphaned,4,Yes,No,Yes,Labour,Yes,Yes,Yes,No,Yes,33.0,Undergraduate,Yes
2034,FEHS,6.78,65.59,State Board,Hindi,Rajkot,Personal car,Above 20,No,4,Male,Yes,Single-parent,3,No,Yes,Yes,Other,Yes,No,No,No,Yes,21.9,Postgraduate,No
2035,FEHS,6.98,87.59,ICSE,Gujarati,Surat,Public Transport,Above 20,Yes,2,Male,Yes,Both parents,1,No,No,Yes,Labour,Yes,No,Yes,No,No,16.7,Undergraduate,Yes
2036,FEHS,9.42,64.8,State Board,Marathi,Bharuch,University Bus,Below 5,Yes,2,Male,No,Single-parent,5,No,No,Yes,Business,No,No,Yes,Yes,No,32.2,Undergraduate,No
2037,FEHS,9.17,67.3,CBSE,Gujarati,Vadodara,Personal bike,Above 20,Yes,2,Female,Yes,Orphaned,1,Yes,Yes,Yes,Business,Yes,Yes,Yes,No,No,4.4,Postgraduate,Yes
2038,BBA,9.5,67.0,State Board,English,Rajkot,Public Transport,Above 20,Yes,4,Other,No,Both parents,3,Yes,Yes,No,Business,Yes,Yes,Yes,No,Yes,7.2,High School,No
2039,FEHS,5.48,50.64,CBSE,Gujarati,Bharuch,Public Transport,Below 5,No,2,Male,No,Orphaned,3,No,Yes,No,Business,Yes,No,Yes,No,Yes,10.6,Undergraduate,Yes
2040,FEHS,7.53,59.84,ICSE,Hindi,Vadodara,Personal car,Below 5,Yes,1,Female,No,Orphaned,5,Yes,Yes,No,Govt. Employee,No,Yes,Yes,Yes,Yes,22.4,High School,No
2041,FEHS,8.06,90.73,CBSE,Gujarati,Bharuch,University Bus,Below 5,Yes,1,Other,Yes,Single-parent,2,No,Yes,No,Business,Yes,No,No,No,No,2.1,Undergraduate,Yes
2042,BBA,7.76,70.38,State Board,English,Bharuch,Public Transport,5-10,Yes,4,Female,Yes,Single-parent,4,Yes,No,No,Business,No,No,No,No,No,11.4,Undergraduate,No
2043,Chemical,7.57,95.35,State Board,English,Surat,Public Transport,10-15,No,5,Male,No,Both parents,4,No,No,No,Govt. Employee,No,No,No,Yes,No,16.1,Undergraduate,Yes
2044,Chemical,9.66,87.61,ICSE,Gujarati,Bharuch,Personal bike,15-20,No,1,Other,No,Both parents,2,No,Yes,No,Farmer,No,Yes,Yes,No,No,2.4,Postgraduate,Yes
2045,FEHS,9.21,77.93,ICSE,Gujarati,Bharuch,Personal bike,10-15,No,4,Female,Yes,Orphaned,2,No,Yes,No,Farmer,No,Yes,No,Yes,No,9.4,High School,No
2046,CSE,9.05,85.86,State Board,Gujarati,Bharuch,Personal bike,15-20,No,2,Male,No,Orphaned,2,Yes,No,Yes,Govt. Employee,No,No,No,Yes,Yes,1.7,Undergraduate,Yes
2047,CSE,8.78,77.5,CBSE,Gujarati,Vadodara,Personal bike,10-15,Yes,5,Other,No,Single-parent,3,No,No,No,Other,Yes,No,Yes,No,No,47.5,High School,No
2048,Chemical,5.98,95.63,ICSE,Gujarati,Ahmedabad,Personal bike,5-10,No,2,Male,Yes,Both parents,5,No,No,Yes,Business,No,No,Yes,No,Yes,4.1,Postgraduate,No
2049,BBA,9.32,85.81,State Board,Hindi,Vadodara,Personal bike,5-10,No,5,Male,Yes,Single-parent,5,No,Yes,No,Farmer,No,Yes,No,Yes,Yes,2.7,Undergraduate,No
2050,Chemical,5.51,66.63,ICSE,English,Surat,University Bus,10-15,Yes,4,Male,No,Both parents,1,Yes,No,No,Govt. Employee,Yes,No,Yes,No,No,24.6,Postgraduate,No
2051,FEHS,7.36,80.79,State Board,Gujarati,Ahmedabad,University Bus,Above 20,Yes,5,Female,Yes,Both parents,1,Yes,Yes,No,Business,Yes,Yes,Yes,No,Yes,39.2,Postgraduate,Yes
2052,FEHS,7.72,90.58,CBSE,Hindi,Surat,University Bus,10-15,No,1,Female,No,Orphaned,2,No,Yes,Yes,Other,Yes,No,Yes,No,Yes,20.2,High School,Yes
2053,Chemical,9.21,64.54,State Board,Gujarati,Bharuch,Personal bike,Below 5,Yes,1,Male,No,Orphaned,4,Yes,No,Yes,Other,Yes,No,No,Yes,No,12.1,Undergraduate,No
2054,FEHS,9.35,53.87,State Board,English,Vadodara,Public Transport,15-20,No,3,Female,Yes,Orphaned,5,No,No,Yes,Other,No,No,Yes,Yes,No,11.2,Postgraduate,Yes
2055,CSE,9.8,66.71,State Board,Hindi,Vadodara,Public Transport,Below 5,Yes,3,Female,No,Orphaned,2,Yes,No,Yes,Other,Yes,No,Yes,Yes,Yes,38.3,Undergraduate,No
2056,BBA,5.98,55.03,ICSE,English,Bharuch,Personal car,Below 5,No,1,Female,No,Single-parent,3,No,Yes,Yes,Other,No,No,No,Yes,Yes,14.2,Undergraduate,Yes
2057,BBA,7.62,56.03,CBSE,Marathi,Vadodara,University Bus,5-10,No,1,Male,Yes,Orphaned,5,No,No,Yes,Govt. Employee,Yes,Yes,No,No,No,5.3,High School,No
2058,BBA,7.27,61.9,ICSE,Gujarati,Rajkot,Personal bike,Above 20,No,1,Female,No,Both parents,1,Yes,No,No,Govt. Employee,Yes,Yes,No,Yes,Yes,35.0,Postgraduate,Yes
2059,CSE,6.93,50.95,State Board,Gujarati,Vadodara,Personal car,Below 5,No,5,Male,No,Single-parent,3,No,No,Yes,Other,No,No,No,Yes,No,32.6,Postgraduate,No
2060,FEHS,9.13,76.32,ICSE,English,Ahmedabad,University Bus,10-15,Yes,2,Male,Yes,Orphaned,2,No,Yes,No,Other,No,No,No,Yes,Yes,5.0,Undergraduate,Yes
2061,Chemical,8.35,82.23,ICSE,Marathi,Surat,Personal car,10-15,Yes,2,Female,No,Orphaned,5,Yes,No,Yes,Other,No,No,No,Yes,Yes,35.8,Undergraduate,Yes
2062,CSE,5.99,61.25,State Board,English,Surat,Public Transport,Above 20,No,1,Female,No,Single-parent,5,Yes,No,No,Govt. Employee,No,No,Yes,No,Yes,49.4,Postgraduate,No
2063,FEHS,7.88,51.2,CBSE,Hindi,Ahmedabad,University Bus,10-15,No,2,Other,Yes,Orphaned,1,Yes,No,Yes,Farmer,Yes,Yes,No,Yes,No,39.4,Undergraduate,No
2064,FEHS,5.92,76.12,ICSE,Gujarati,Ahmedabad,University Bus,Below 5,No,2,Female,No,Both parents,5,Yes,No,No,Labour,Yes,Yes,Yes,Yes,Yes,41.3,Undergraduate,Yes
2065,BBA,8.26,98.42,ICSE,English,Rajkot,Public Transport,Above 20,No,1,Other,Yes,Orphaned,3,No,No,Yes,Other,Yes,Yes,Yes,No,Yes,4.4,Undergraduate,Yes
2066,Chemical,8.72,81.82,ICSE,Marathi,Vadodara,University Bus,10-15,No,4,Female,No,Both parents,3,Yes,No,No,Farmer,No,No,No,Yes,No,44.8,Postgraduate,No
2067,Chemical,6.32,61.33,ICSE,English,Vadodara,Personal bike,5-10,Yes,3,Male,No,Both parents,1,Yes,No,Yes,Business,Yes,No,No,Yes,No,8.3,Postgraduate,Yes
2068,CSE,7.35,50.73,CBSE,Gujarati,Rajkot,University Bus,Below 5,No,2,Female,Yes,Single-parent,3,Yes,Yes,Yes,Farmer,No,Yes,Yes,Yes,Yes,49.8,High School,No
2069,FEHS,7.72,60.39,ICSE,Gujarati,Rajkot,Public Transport,15-20,No,4,Male,Yes,Orphaned,4,Yes,No,No,Farmer,No,No,No,Yes,Yes,14.2,Postgraduate,Yes
2070,Chemical,9.92,62.49,State Board,Gujarati,Vadodara,Public Transport,15-20,No,2,Male,Yes,Orphaned,4,Yes,No,No,Farmer,No,Yes,Yes,No,Yes,21.1,High School,No
2071,Chemical,6.98,52.42,State Board,Gujarati,Surat,Public Transport,Below 5,No,5,Other,No,Both parents,5,No,Yes,Yes,Govt. Employee,Yes,No,No,Yes,Yes,14.2,Postgraduate,Yes
2072,BBA,9.36,81.47,ICSE,Marathi,Rajkot,Public Transport,10-15,No,2,Female,No,Both parents,3,No,No,Yes,Business,Yes,No,Yes,Yes,No,16.4,High School,No
2073,CSE,6.94,99.46,ICSE,Marathi,Vadodara,Personal car,Above 20,No,3,Male,Yes,Orphaned,4,No,Yes,Yes,Other,Yes,No,Yes,Yes,No,40.0,Undergraduate,Yes
2074,Chemical,9.82,67.77,ICSE,Hindi,Surat,Personal bike,15-20,No,1,Male,No,Both parents,5,Yes,No,No,Govt. Employee,Yes,No,No,Yes,No,26.1,Postgraduate,Yes
2075,FEHS,8.58,75.38,CBSE,Marathi,Bharuch,Personal bike,5-10,Yes,2,Male,No,Both parents,1,No,Yes,No,Business,Yes,Yes,No,Yes,No,9.8,Undergraduate,No
2076,FEHS,5.24,84.95,State Board,English,Rajkot,Personal bike,15-20,No,4,Other,Yes,Both parents,1,Yes,Yes,Yes,Govt. Employee,Yes,No,Yes,Yes,No,9.1,Postgraduate,Yes
2077,BBA,6.47,57.79,ICSE,Marathi,Surat,University Bus,Below 5,Yes,3,Female,No,Both parents,1,No,Yes,No,Govt. Employee,Yes,Yes,Yes,No,Yes,44.9,High School,Yes
2078,Chemical,5.64,60.92,State Board,Gujarati,Surat,University Bus,10-15,Yes,2,Female,No,Single-parent,4,Yes,No,No,Farmer,No,No,Yes,Yes,No,28.4,Postgraduate,No
2079,FEHS,5.49,60.6,State Board,Marathi,Surat,Personal car,Above 20,Yes,2,Other,No,Both parents,4,Yes,No,Yes,Farmer,No,Yes,Yes,Yes,Yes,12.8,High School,Yes
2080,Chemical,9.39,93.55,ICSE,Hindi,Rajkot,University Bus,10-15,Yes,1,Male,No,Orphaned,2,Yes,Yes,No,Farmer,No,Yes,No,No,No,1.9,Undergraduate,Yes
2081,CSE,9.54,50.35,ICSE,Gujarati,Rajkot,University Bus,Below 5,Yes,3,Male,Yes,Both parents,1,No,No,No,Business,Yes,No,No,Yes,No,25.9,Postgraduate,No
2082,BBA,5.96,73.57,State Board,English,Vadodara,Public Transport,5-10,Yes,3,Female,No,Both parents,5,No,No,No,Other,Yes,No,Yes,No,No,8.9,Undergraduate,No
2083,CSE,5.93,50.2,CBSE,English,Bharuch,University Bus,Below 5,No,1,Male,Yes,Single-parent,5,No,No,Yes,Farmer,No,Yes,Yes,No,No,40.5,High School,No
2084,FEHS,7.01,90.24,CBSE,Hindi,Ahmedabad,University Bus,Above 20,No,4,Male,No,Orphaned,3,Yes,Yes,Yes,Farmer,Yes,No,Yes,No,Yes,6.6,High School,No
2085,Chemical,6.51,58.47,CBSE,English,Surat,Personal bike,Above 20,Yes,5,Female,Yes,Orphaned,2,No,No,No,Labour,Yes,No,Yes,Yes,No,4.3,Undergraduate,Yes
2086,CSE,7.12,57.17,State Board,English,Rajkot,Personal bike,10-15,No,5,Male,Yes,Single-parent,2,No,Yes,Yes,Business,Yes,Yes,No,No,No,42.9,Undergraduate,Yes
2087,FEHS,8.28,67.75,ICSE,Gujarati,Surat,Personal car,Below 5,No,3,Female,Yes,Single-parent,3,No,Yes,No,Labour,Yes,No,Yes,Yes,Yes,13.4,Postgraduate,Yes
2088,FEHS,7.63,75.06,CBSE,English,Surat,Personal car,10-15,No,1,Other,No,Orphaned,1,Yes,No,No,Govt. Employee,No,No,Yes,No,No,44.5,Postgraduate,No
2089,FEHS,8.78,75.97,ICSE,Gujarati,Bharuch,Public Transport,15-20,No,2,Other,Yes,Single-parent,5,Yes,No,Yes,Other,No,Yes,No,Yes,No,26.2,Postgraduate,No
2090,FEHS,7.35,59.95,State Board,Gujarati,Ahmedabad,Personal car,15-20,No,1,Male,No,Orphaned,3,Yes,Yes,No,Business,No,No,Yes,No,Yes,12.9,Undergraduate,No
2091,BBA,8.91,89.89,ICSE,Hindi,Bharuch,Public Transport,15-20,Yes,3,Male,No,Orphaned,5,No,No,Yes,Other,No,No,Yes,No,Yes,6.5,Undergraduate,Yes
2092,CSE,8.93,51.28,CBSE,Hindi,Bharuch,Personal bike,Above 20,No,4,Other,Yes,Single-parent,5,No,No,No,Business,Yes,No,Yes,No,Yes,25.4,High School,Yes
2093,CSE,7.2,84.09,CBSE,Marathi,Ahmedabad,Personal bike,15-20,No,3,Male,No,Single-parent,4,Yes,No,No,Farmer,No,No,Yes,Yes,Yes,47.4,Undergraduate,No
2094,BBA,8.36,63.45,State Board,Gujarati,Bharuch,Personal bike,Below 5,No,5,Male,Yes,Orphaned,1,No,No,Yes,Business,No,Yes,Yes,Yes,Yes,34.8,High School,Yes
2095,Chemical,6.63,74.29,CBSE,English,Rajkot,Personal car,15-20,Yes,4,Male,No,Single-parent,1,Yes,Yes,No,Other,No,Yes,No,Yes,No,5.9,Postgraduate,Yes
2096,Chemical,5.98,78.55,State Board,Gujarati,Ahmedabad,Personal car,10-15,No,3,Male,No,Both parents,3,No,No,No,Other,Yes,No,Yes,No,Yes,29.0,Postgraduate,Yes
2097,Chemical,8.05,52.09,State Board,Marathi,Bharuch,Personal car,Below 5,Yes,3,Male,Yes,Both parents,3,Yes,No,Yes,Farmer,Yes,Yes,No,Yes,Yes,26.2,High School,No
2098,FEHS,5.57,52.62,CBSE,Marathi,Ahmedabad,Personal bike,Above 20,No,5,Male,Yes,Orphaned,2,No,Yes,No,Labour,No,No,No,Yes,Yes,30.7,Postgraduate,Yes
2099,BBA,8.06,98.52,CBSE,Gujarati,Bharuch,University Bus,10-15,Yes,2,Other,Yes,Single-parent,5,No,No,Yes,Other,Yes,No,No,Yes,No,36.8,Postgraduate,No
2100,BBA,9.05,88.99,ICSE,English,Ahmedabad,Public Transport,Above 20,No,5,Other,Yes,Single-parent,2,Yes,No,No,Farmer,No,No,No,No,Yes,2.5,Postgraduate,No
2101,BBA,6.46,66.85,State Board,Gujarati,Rajkot,Personal bike,Above 20,Yes,3,Male,No,Both parents,5,Yes,No,No,Labour,Yes,Yes,No,Yes,Yes,2.3,Postgraduate,Yes
2102,Chemical,5.4,98.66,CBSE,Hindi,Surat,Personal bike,10-15,Yes,5,Other,No,Both parents,5,No,No,No,Business,No,No,Yes,Yes,No,35.7,High School,Yes
2103,FEHS,9.3,56.96,ICSE,Hindi,Surat,Personal car,10-15,Yes,5,Other,No,Both parents,3,Yes,No,No,Farmer,No,Yes,Yes,No,No,38.3,High School,No
2104,Chemical,5.23,55.63,State Board,Hindi,Ahmedabad,Public Transport,15-20,Yes,3,Female,Yes,Orphaned,2,Yes,No,No,Farmer,Yes,Yes,Yes,Yes,Yes,41.8,Undergraduate,No
2105,FEHS,7.54,82.09,CBSE,Gujarati,Ahmedabad,Public Transport,Below 5,No,1,Female,Yes,Single-parent,4,Yes,No,No,Govt. Employee,No,Yes,Yes,Yes,No,19.2,Undergraduate,No
2106,FEHS,5.68,51.22,CBSE,English,Surat,Public Transport,10-15,Yes,4,Other,No,Single-parent,5,No,No,No,Labour,No,Yes,Yes,Yes,Yes,40.5,High School,No
2107,FEHS,6.53,77.27,CBSE,Marathi,Surat,Personal car,Below 5,Yes,3,Female,No,Orphaned,2,No,No,Yes,Govt. Employee,Yes,No,Yes,Yes,No,12.6,Undergraduate,Yes
2108,BBA,7.05,80.4,CBSE,Hindi,Ahmedabad,University Bus,Above 20,Yes,1,Male,Yes,Orphaned,5,No,No,No,Farmer,Yes,No,Yes,Yes,Yes,49.1,Undergraduate,Yes
2109,BBA,9.08,84.78,ICSE,Hindi,Surat,University Bus,Below 5,Yes,3,Male,Yes,Single-parent,5,No,No,No,Business,No,Yes,Yes,No,No,32.5,Postgraduate,Yes
2110,CSE,6.68,62.33,ICSE,English,Rajkot,Public Transport,5-10,No,5,Female,Yes,Orphaned,1,Yes,No,No,Labour,Yes,Yes,No,Yes,No,17.7,Postgraduate,No
2111,BBA,6.02,81.96,State Board,Hindi,Ahmedabad,University Bus,Above 20,Yes,3,Male,Yes,Orphaned,3,Yes,Yes,No,Labour,Yes,No,Yes,Yes,Yes,6.0,Postgraduate,No
2112,Chemical,8.63,54.65,CBSE,Marathi,Rajkot,University Bus,10-15,No,1,Male,Yes,Single-parent,2,Yes,No,Yes,Labour,No,Yes,No,Yes,No,6.0,High School,No
2113,FEHS,5.15,98.43,State Board,Hindi,Bharuch,Public Transport,15-20,Yes,1,Other,Yes,Orphaned,2,No,No,Yes,Other,Yes,Yes,Yes,No,No,47.7,High School,Yes
2114,Chemical,5.53,97.19,CBSE,English,Vadodara,Personal car,5-10,Yes,2,Male,Yes,Both parents,3,No,Yes,Yes,Farmer,No,No,No,No,No,37.1,High School,No
2115,Chemical,5.8,61.84,State Board,Hindi,Surat,Personal bike,15-20,Yes,4,Female,No,Single-parent,4,No,No,Yes,Business,No,Yes,Yes,No,Yes,25.2,Undergraduate,Yes
2116,Chemical,5.08,86.22,CBSE,Gujarati,Vadodara,Personal car,5-10,Yes,1,Male,Yes,Single-parent,3,No,Yes,Yes,Labour,No,No,No,Yes,No,36.5,Undergraduate,No
2117,FEHS,5.23,50.21,CBSE,English,Surat,Personal car,15-20,Yes,2,Other,Yes,Orphaned,5,No,Yes,No,Other,Yes,Yes,No,No,No,3.7,Undergraduate,No
2118,BBA,7.14,82.45,ICSE,Hindi,Ahmedabad,Personal car,Above 20,No,1,Other,No,Single-parent,2,No,No,No,Govt. Employee,Yes,Yes,No,Yes,No,7.7,Undergraduate,Yes
2119,FEHS,9.25,52.78,ICSE,Gujarati,Surat,Personal bike,15-20,Yes,4,Other,No,Orphaned,4,No,No,Yes,Govt. Employee,No,Yes,No,No,Yes,21.1,High School,Yes
2120,CSE,6.69,64.43,ICSE,Hindi,Surat,Personal car,Below 5,No,2,Other,Yes,Orphaned,4,Yes,Yes,No,Labour,No,No,Yes,Yes,No,24.2,Postgraduate,No
2121,BBA,9.12,90.75,CBSE,Gujarati,Ahmedabad,Personal bike,5-10,No,1,Other,Yes,Both parents,1,Yes,No,Yes,Other,No,No,Yes,Yes,No,29.9,Postgraduate,No
2122,FEHS,7.68,91.11,ICSE,Hindi,Rajkot,Public Transport,5-10,Yes,2,Male,Yes,Orphaned,2,Yes,Yes,Yes,Other,No,Yes,No,Yes,No,2.6,Postgraduate,Yes
2123,FEHS,9.98,81.34,ICSE,Gujarati,Surat,University Bus,Above 20,Yes,3,Male,No,Both parents,1,Yes,Yes,No,Govt. Employee,No,Yes,No,Yes,Yes,8.2,Undergraduate,No
2124,BBA,6.97,93.98,CBSE,English,Surat,Personal car,Above 20,Yes,1,Male,No,Single-parent,3,Yes,Yes,No,Business,Yes,Yes,Yes,No,Yes,26.3,Postgraduate,Yes
2125,Chemical,7.61,64.61,CBSE,Gujarati,Surat,Personal car,5-10,Yes,5,Male,No,Orphaned,3,Yes,No,Yes,Business,No,No,Yes,Yes,No,13.8,Undergraduate,Yes
2126,FEHS,9.8,99.91,State Board,Gujarati,Bharuch,Public Transport,15-20,No,5,Female,Yes,Both parents,2,No,Yes,Yes,Business,Yes,No,No,No,Yes,38.1,Undergraduate,No
2127,Chemical,9.92,51.75,CBSE,Marathi,Vadodara,Public Transport,5-10,No,4,Male,Yes,Both parents,1,No,Yes,Yes,Govt. Employee,No,No,Yes,No,No,29.5,Undergraduate,Yes
2128,BBA,9.53,75.91,State Board,Marathi,Vadodara,University Bus,Below 5,No,3,Other,No,Both parents,2,Yes,Yes,No,Govt. Employee,Yes,No,Yes,No,No,9.8,High School,Yes
2129,BBA,5.99,71.91,ICSE,Marathi,Vadodara,Personal bike,Above 20,Yes,4,Other,Yes,Both parents,1,No,Yes,No,Govt. Employee,No,No,No,No,Yes,21.6,High School,No
2130,CSE,8.22,65.18,ICSE,Marathi,Bharuch,Personal car,Above 20,Yes,2,Other,No,Single-parent,1,Yes,Yes,No,Other,Yes,Yes,Yes,No,Yes,30.8,High School,Yes
2131,CSE,9.99,55.37,State Board,Gujarati,Vadodara,Public Transport,15-20,No,2,Other,No,Orphaned,2,No,No,No,Other,Yes,No,No,No,No,1.6,Postgraduate,No
2132,FEHS,6.45,77.21,State Board,Hindi,Surat,Personal car,10-15,Yes,2,Other,No,Both parents,1,Yes,No,Yes,Govt. Employee,Yes,No,Yes,No,No,36.1,High School,Yes
2133,BBA,5.76,70.46,CBSE,Marathi,Vadodara,Public Transport,Below 5,No,5,Female,No,Both parents,5,Yes,Yes,No,Business,Yes,No,No,Yes,Yes,16.0,High School,Yes
2134,BBA,7.57,83.64,CBSE,Marathi,Rajkot,Public Transport,10-15,No,5,Female,No,Both parents,5,Yes,No,No,Farmer,No,Yes,No,Yes,No,39.7,Postgraduate,No
2135,Chemical,5.81,90.14,ICSE,Gujarati,Rajkot,Public Transport,5-10,No,5,Male,No,Both parents,1,No,Yes,No,Other,No,No,No,Yes,Yes,14.3,Postgraduate,Yes
2136,BBA,6.01,67.59,State Board,English,Bharuch,Public Transport,Below 5,No,2,Female,No,Single-parent,4,Yes,Yes,No,Labour,No,No,Yes,Yes,No,41.3,Undergraduate,No
